school,id,semester,urm_status,years_from_phd,repec_owndept,repec_semdept,phd_program,census_region
5b50fcc8154085b41a73d57f820251e7,ff8d4a04582b3645f049202e637f4550,2018-01-01,Non-URM female,10,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,7bc0869cb96c9d0a54b2dfb40dec3b71,2018-08-01,Non-URM male,23,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,caf22460c491d8d57cf6aaa030bb66d4,2018-01-01,Non-URM male,23,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,0782d5767d4469ce4cf679677b962d14,2019-08-01,Non-URM male,19,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,90264bf5a89a4f093f04a77c92ffd895,2017-08-01,Non-URM male,14,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,82e265e1dc940279f072464802a8ab5f,2019-01-01,Non-URM male,11,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,da3a1eae4c697e5f57e24fa9cce2e9ed,2017-08-01,Non-URM female,6,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,da3a1eae4c697e5f57e24fa9cce2e9ed,2018-08-01,Non-URM female,7,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,26e70f9d84d6b4fa4ff9d31144f03a59,2014-08-01,Non-URM male,13,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,57ac0b9455bb4b7b628f33a70ab8e9b8,2015-01-01,Non-URM male,15,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,30ee6c5f7858985f03f0063536df2f21,2015-08-01,Non-URM male,39,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,d581ff1b33a8840d8ca93ca4ad1b6918,2019-01-01,Non-URM female,13,101-289,11-25,1,
5b50fcc8154085b41a73d57f820251e7,d6df787c4123c9fa9008413320ce10d7,2017-01-01,Non-URM male,19,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,011cfcd2c7e5a1284d276943ea716e55,2017-01-01,Non-URM male,31,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,864fe62471624497d889b5475e1f4bdc,2016-01-01,Non-URM female,6,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,237def1591cda7883941ba489d985c7a,2017-08-01,Non-URM female,3,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,dcfc0bd259b593d64a5456b4ac3f1463,2018-01-01,Non-URM male,7,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,6b6813fc0a1373900e1074a8c882ef32,2016-01-01,Non-URM female,27,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,34cac6d0efdd5aa2332215c371190b75,2014-08-01,Non-URM male,50,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,f89cc5606517196cc9b1d60c0b41fd8f,2017-01-01,Non-URM male,4,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,51d44f117a7d231360805b36e19e0fe4,2016-01-01,Non-URM male,36,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,385aba08fe3f458ebc7461c68138149c,2015-08-01,Non-URM male,29,101-289,11-25,1,
5b50fcc8154085b41a73d57f820251e7,946d864a6f9405d3b319fd7db3ad126b,2017-08-01,Non-URM male,0,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,3201a58ec487273f10a79441a0fc9f12,2018-08-01,Non-URM male,17,101-289,11-25,1,
5b50fcc8154085b41a73d57f820251e7,e7559571b5a1934b6224597aff2e6a14,2016-01-01,Non-URM male,27,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,b80095b2a9b0dfc052d9fca144ea1a39,2019-08-01,Non-URM male,20,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,f51c3ce916983a6a275d7febef374c08,2017-01-01,Non-URM male,4,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,b928341d786e46bc78ba69b532c99213,2019-01-01,Non-URM male,20,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,d0267dda9881cbc987f30fa8e816b091,2017-08-01,Non-URM male,21,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,3505cc999b65067f16bd0ae94968acf0,2014-08-01,Non-URM female,15,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,81a683b2d58c987cde463e276663324f,2015-01-01,Non-URM male,12,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,d6ae8e0088456bdd6f6e1e9df2e82a9a,2017-01-01,Non-URM male,19,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,cd0c0f1495d66b99230f872f00b11232,2016-01-01,Non-URM male,7,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,5f8e679c245fe478d80f0a1360f187de,2017-08-01,Non-URM female,13,101-289,11-25,1,
5b50fcc8154085b41a73d57f820251e7,fee79e8311c4f16b860a61a16e8d2a60,2015-01-01,Non-URM male,24,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,eb6a55b3b33f5c2637e4b3ffad0600dd,2017-08-01,Non-URM male,20,101-289,11-25,1,
5b50fcc8154085b41a73d57f820251e7,426352d51951c79126b7907c5b604647,2017-01-01,Non-URM female,3,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,25ad9b2d78d4d0323bceeadd4c02beee,2018-01-01,Non-URM male,19,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,25aa7d24a33e47c4a9063fa6a797bae7,2017-01-01,Non-URM male,9,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,be65b90036f12a1a0aadc14286601abe,2019-01-01,Non-URM male,15,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,cf9127e20dc3b6c37073d1ea19158ddc,2017-08-01,Non-URM male,6,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,5ac16e66b97d2c577af0b722ea514632,2017-01-01,Non-URM male,12,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,0f89ddce4d8a2916013ea38c19ebcef8,2015-01-01,Non-URM male,36,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,1fb1e46dd6a2cef8acde3c43c3864086,2018-01-01,Non-URM male,7,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,06e3ac895a0cdf25d3b9fee550596fb1,2018-08-01,Non-URM male,14,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,7bc0869cb96c9d0a54b2dfb40dec3b71,2015-01-01,Non-URM male,20,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,ef2d36fe9a7a963ad6b0f90d131e8eda,2015-01-01,Non-URM male,5,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,198545011709a5207a6f18f5011fc8c8,2017-01-01,Non-URM male,28,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,cf9127e20dc3b6c37073d1ea19158ddc,2016-08-01,Non-URM male,5,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,98c7452c1ea88b62a1c66644675e0cb6,2014-08-01,Non-URM male,0,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,220cf9b21f10b5730018943dd4280978,2016-01-01,Non-URM male,18,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,036e77d7d85dc3825b894e9cbd7162d7,2019-01-01,Non-URM male,38,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,e358f912b4fe95b6064954a674ad7a5f,2015-01-01,Non-URM male,11,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,6b6813fc0a1373900e1074a8c882ef32,2018-01-01,Non-URM female,29,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,de7faa4d602c953f3c92a97342b8cda3,2018-08-01,Non-URM male,14,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,795477d8dcd44691374e9f51d02cd8bf,2018-01-01,Non-URM male,8,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,883333154065522a7b4771a32c860f2b,2019-01-01,Non-URM male,20,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,4e8aace080fd5549de18df4459e81716,2019-01-01,Non-URM male,8,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,8d42981225ef228787092a087201cb90,2019-01-01,Non-URM male,19,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,065323bbacdaf7a8cb9e120cf469184e,2017-08-01,Non-URM male,27,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,03bcc5739aac98d347975c535b9ade5d,2019-08-01,Non-URM male,,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,ca9a38f37ae40e2f8515c6ffe247a4ea,2019-08-01,Non-URM male,15,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,d8a56274f60a2405f1bb94c8e0e32bf9,2017-08-01,Non-URM male,11,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,7c5cedde43d391bb3f7ed27858968da4,2018-08-01,Non-URM male,33,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,4ee7fd3e1c01423ec9fc5bc4eda87810,2018-08-01,Non-URM male,18,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,f65f32f3dc5bb1984a44a7ddd22c2068,2014-08-01,Non-URM male,2,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,913c21eb1ebf2a1fd611c64cae08e56d,2016-01-01,Non-URM male,16,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,682b68a851a0e5045275dbfaa2769c61,2019-08-01,Non-URM male,16,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,83e456cacd3f0455a44809baf1fbd4a6,2019-08-01,Non-URM male,28,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,d7eec3e77852c75d988e43b726242f9d,2017-08-01,Non-URM male,21,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,2247ac86aaa546b77f6d8c31e8a09375,2016-01-01,Non-URM male,9,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,63ea7278319b17bc750f417e6f55c491,2018-01-01,Non-URM male,18,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,8c5fe5168648ea9852e91105c80142ad,2017-08-01,Non-URM male,21,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,9dafaffe437466de7f596b2389a677d2,2015-01-01,Non-URM male,13,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,e46dcd46153b1526bb5d176da7d65586,2019-01-01,Non-URM male,21,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,4069b2ebd64a339b168478ad790e57b7,2019-01-01,Non-URM male,29,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,592cfb62faf1c06e987427b150183129,2015-01-01,Non-URM male,14,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,78a534c16a6a57e8e030d0dd40119e4f,2016-08-01,Non-URM male,12,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,75be9be0afc825ba7e6c081723e78e9f,2018-01-01,Non-URM female,17,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,116599d35a0fad4843502ef61d5b24d5,2015-01-01,Non-URM male,15,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,5ec42627d0950a43a3c7f7e5aab1fd24,2016-08-01,Non-URM male,31,1-10,11-25,1,
ecf5059afc18b2118012f7ad0f5e017a,a6033872ada8f8307c881a0fb65ad310,2014-08-01,Non-URM male,23,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,6b7c93669317ceffcc5b0066a428f387,2019-01-01,Non-URM male,18,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,1f8deb9d6117bb6d29c92b59e3fbc59b,2017-08-01,Non-URM male,10,26-50,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,e51e76644fdd6e443c2a2e22d252b5f7,2017-01-01,Non-URM male,24,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,346d945619e70ba7ad5496f0691adb4d,2019-08-01,Non-URM male,11,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,bdde97f1c1b939d6815fba995c2e681a,2019-08-01,Non-URM female,7,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,73a24a9d842412a3f106655e0d7eb0b1,2015-01-01,Non-URM female,3,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,65af6de19f7b7f3a4f67a500afa29f9a,2017-08-01,Non-URM male,33,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,8c8d180462c4b631e9ad0e3633707166,2016-08-01,Non-URM male,2,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,a58344f053b6eebc7fafcef83cef4670,2019-01-01,Non-URM male,10,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,67ca1d48f03362d7683801155f737944,2016-08-01,Non-URM female,17,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,9305664ca6013249961cf538d99b0399,2015-08-01,Non-URM female,23,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,93321522e66a14141df6d6a34d7acac3,2014-08-01,Non-URM male,19,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,75a1ddbdbf6b066dc5ad0dc3e317b939,2015-01-01,Non-URM male,3,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,6eca77bd9dc22c0d57d34a26c67e258e,2014-08-01,Non-URM male,10,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,e58830a81e8ef8848702f0f21ca2af86,2018-08-01,Non-URM male,6,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,f45daa5fafea8713ed76cd50f402dffe,2018-08-01,Non-URM male,2,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,533ee27d9b27d14172941aedf19cf4ad,2017-08-01,Non-URM male,15,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,785b15296763e497657eb93727011ce4,2014-08-01,Non-URM male,14,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,bdde97f1c1b939d6815fba995c2e681a,2019-01-01,Non-URM female,7,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,1ba93672412f85782f59f29b32b56e94,2018-08-01,Non-URM male,13,26-50,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,d4a4f0c99a5481145afa4b090d6f556a,2015-01-01,Non-URM male,6,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,f26052b6c01377708b703710190e7258,2014-08-01,Non-URM male,47,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,e47b26710b9c5d9158f0cc9ebc1e96df,2019-01-01,Non-URM male,23,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,e428bb8b092b3278ce2ba98a987b9867,2015-01-01,Non-URM female,2,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,e08e1b3331e5a1f3ffa3d29d46d63551,2015-08-01,Non-URM male,24,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,1eb432fa5a6789902f53b02a0a0ce397,2018-08-01,Non-URM male,24,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,b3a6ace61d4033f5b9312eddf6449708,2014-08-01,Non-URM female,5,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,e7d47285d1981bae24d06f1d2af07fb4,2019-01-01,Non-URM male,39,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,bdf2fc44bcd34a90c71282915316ac05,2017-08-01,Non-URM male,15,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,d66e5e9a570e6ecdefb4f43821ff66b9,2016-08-01,Non-URM male,7,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,f3772a35dd28b77eedbcffcdc7a8a91d,2016-01-01,Non-URM male,24,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,57a7155f2dd9ad1121738c0408609f92,2019-08-01,Non-URM male,,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,ba4242e099ab53ea1039e5970c4a141f,2016-01-01,Non-URM male,11,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,124115f8e683f00b002824a00cfd56d4,2019-08-01,Non-URM male,10,Unranked,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,55d4b508e47937fd49c3fa49e8a89d5c,2017-01-01,Non-URM male,,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,bc11f5e9a4a459393e244a27a96ad4d8,2016-01-01,Non-URM male,19,51-100,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,56d523f4afe826c55c24a9e4ab44070e,2017-01-01,Non-URM male,20,26-50,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,4b04780946b420b5f66ef7b905455ddc,2019-01-01,Non-URM female,4,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,346e59bf00435a91b17081f08fb79890,2019-01-01,Non-URM male,35,101-289,Unranked,0,South
ecf5059afc18b2118012f7ad0f5e017a,46db556c40e4f87e320131110127598d,2016-08-01,Non-URM female,10,101-289,Unranked,0,South
060ed1d6669f9354439f02f85fb02035,173aea395a1d6eab4b8c3111648962e7,2018-08-01,Non-URM female,19,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,cb479bc9764ff25b5878eb2f2bc8ccdd,2018-08-01,Non-URM male,31,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,061fb625c9bce7e86d94b42914ab6599,2018-08-01,Non-URM male,24,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,762992969033a5a52386b6f746af9510,2018-08-01,Non-URM male,29,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,1dc4d4bb887d4282f3dc994eb3aff105,2018-08-01,Non-URM male,22,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,19c36e9e8e8542c46a58cde9ecdea67b,2018-08-01,Non-URM male,10,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,a404071097a7e8a05a6a5cad5937d950,2018-08-01,Non-URM male,37,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,db69393b38c09649814934fac014ceda,2017-01-01,Non-URM male,17,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,b66800146b100f052451180b0ffec469,2018-08-01,Non-URM female,13,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,95878be8449e4609c5bc1ee9628b3408,2018-08-01,Non-URM male,34,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,5b136bc2d1f570ae94d6f4d52f30ce2e,2018-08-01,Non-URM male,16,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,302b8ce95ed2e0d8197e5348d791aad0,2018-08-01,Non-URM male,16,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,f65e09c0ee65bffae9f16a9ce3a9ae2e,2018-08-01,Non-URM male,13,51-100,101-289,1,
060ed1d6669f9354439f02f85fb02035,63de6f0cda3944fb3710f50ab4b02f07,2018-08-01,Non-URM male,4,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,7d491e936c09bc7414280d31494190f7,2019-01-01,Non-URM female,15,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,0cffb80fec0a3368c6219f4e4be18698,2016-08-01,Non-URM female,6,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,5f39ed96d3b0b9f9524bf7008841f5ed,2016-01-01,Non-URM male,20,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,302b8ce95ed2e0d8197e5348d791aad0,2014-08-01,Non-URM male,12,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,107f6144175cc0eb2ee8c34501f0a262,2016-08-01,Non-URM male,1,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,9062cf778f228895223915a27b1fa4d7,2016-01-01,Non-URM male,2,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,bd9ad64865d522ca0162368fddc8d839,2014-08-01,Non-URM male,12,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,974e91c7784108fb5442a9ac9706c723,2019-08-01,Non-URM male,14,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,011cfcd2c7e5a1284d276943ea716e55,2018-01-01,Non-URM male,32,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,d7a3bccacffb83d8444b96afba0ceebd,2016-01-01,Non-URM female,14,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,6a702131cfa399eb6a651011a3fcaa9f,2017-08-01,Non-URM male,17,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,9ee904cf9847c827fc7892652ccdc192,2018-01-01,Non-URM male,8,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,b7dc495d6ee93c7b0dce079640b324f5,2015-08-01,Non-URM male,16,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,a3068df141edf70562a09a5682e54fe6,2014-08-01,Non-URM male,3,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,ff8d4a04582b3645f049202e637f4550,2018-01-01,Non-URM female,10,26-50,101-289,1,
060ed1d6669f9354439f02f85fb02035,734eb9ae8bef52974e1304a31c757251,2019-01-01,Non-URM male,14,26-50,101-289,1,
060ed1d6669f9354439f02f85fb02035,99f8c77396a782094d9a76107103d919,2015-08-01,Non-URM male,1,51-100,101-289,1,
060ed1d6669f9354439f02f85fb02035,056377d0dbd69632f059e5c8593bded1,2017-01-01,Non-URM female,13,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,649d3fc07510a58e950fe9671240b6d7,2016-08-01,Non-URM male,4,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,c4e5bd308b175bd0ef1eab8f3f866858,2018-01-01,Non-URM male,26,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,493a28898d5be5bbd0bf29ae27954d1a,2015-08-01,Non-URM female,9,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,3118ad6cdcea62700987cf7ad72eb3ac,2015-01-01,Non-URM female,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,f65e09c0ee65bffae9f16a9ce3a9ae2e,2015-08-01,Non-URM male,10,51-100,101-289,1,
060ed1d6669f9354439f02f85fb02035,8030821839d3afd2b772a7f59b975c5a,2015-08-01,Non-URM male,15,26-50,101-289,1,
060ed1d6669f9354439f02f85fb02035,d419a22630d3fffcab115c2dc1e78d75,2019-08-01,Non-URM male,6,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,0782d5767d4469ce4cf679677b962d14,2019-01-01,Non-URM male,19,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,ac7b37e4d917e54e6c7dc561945de8da,2016-01-01,Non-URM female,4,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,6ddc4a7349562d7925c514682ec956fa,2016-01-01,Non-URM male,13,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,486ca1d29b22faf930a272cf9070908a,2019-01-01,Non-URM female,23,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,f30a8e5b370758efa7398ff92780ffa5,2015-01-01,Non-URM female,9,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,d9d7dba1104594685c9133f0023dbebc,2016-08-01,Non-URM male,4,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,3314f116be12d75bf760088298ff75f8,2017-01-01,Non-URM male,7,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,44cb9ff4a320da079322069b0136c77f,2017-01-01,Non-URM male,14,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,e838d53b886374156602383cfe9a8087,2015-08-01,Non-URM female,17,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,49517cf0930a07cfe9ceec99e67ad413,2017-01-01,Non-URM male,19,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,93ce4a6b31b29fafa801c3d737cd512a,2018-01-01,Non-URM female,3,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,cc0145f7474884eedf0ae7a3578bb8e3,2016-08-01,Non-URM male,4,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,e598bcf71af612ff629426ab8c3a747e,2016-01-01,Non-URM male,10,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,46bf9dfc99662b825fc40d0355919e59,2019-08-01,Non-URM male,1,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,4f05763775dad1ba879712c1180b5a88,2018-01-01,Non-URM male,19,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,1f11651ef21a99d0a44f1eff56b4c450,2014-08-01,Non-URM female,4,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,6d9fdf897e66ff46a7dd55759926239e,2014-08-01,Non-URM male,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,98f3f73c1095a96854862565802019ac,2017-01-01,Non-URM male,10,26-50,101-289,1,
060ed1d6669f9354439f02f85fb02035,1d615edd2cbf6c8e9a316d93995bfaf0,2015-08-01,Non-URM male,8,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,ac8600969a6ccf3a866ce808f46ac2bf,2019-01-01,Non-URM female,2,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,a111ac39ce1c0487abad73071e68b286,2017-01-01,Non-URM male,15,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,e1706f821c40c551e437ce7e04c37753,2018-01-01,Non-URM male,8,Unranked,101-289,1,
060ed1d6669f9354439f02f85fb02035,82e4366d468f26b69aee850e126b210c,2019-01-01,Non-URM male,14,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,099981a882a7f6ff31536c7bc8314bcc,2016-01-01,Non-URM male,12,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,84f8f5643034ccbcaf77853ed818fc65,2017-08-01,Non-URM male,4,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,08b6e4091e057c8e43a0576987f3eac5,2016-01-01,Non-URM female,0,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,eead149cd26f42d3b635e1b35c0fa3ff,2017-01-01,Non-URM male,0,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,1b98381b16ee06bf7660c8233500a674,2017-01-01,Non-URM male,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,ed256e2a1c3a3c933814993c21f2b5f8,2017-01-01,Non-URM male,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,7a74e59eaaa90de1cc789f244fcfdca8,2019-01-01,Non-URM male,0,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,59610a099498e4fabc9bd3774e5902f9,2017-01-01,Non-URM male,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,7de32ce40f5d2d2f01bf76a628c484a0,2019-01-01,Non-URM female,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,b87375adabde46a3ae022001a7d559bc,2016-01-01,Non-URM male,0,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,b4381f777dbe72368477e42637a0a528,2017-01-01,Non-URM female,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,70a234d06d6bf9ef6ef71b7e7a5ca9a8,2017-01-01,Non-URM female,0,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,02c1e2fb5bd7a488249723fedcd612d2,2018-01-01,Non-URM female,0,1-10,101-289,1,
